bathrooms,bedrooms,price,sizeMin,furnishing,price_per_m2,region
1,0,156000,40,0,3900,Dubai Production City (IMPZ)
4,4,719999,144,0,4999,Damac Lagoons
7,5,10800000,1394,1,7747,Umm Al Sheif
7,5,21600000,1393,1,15506,Umm Al Sheif
2,1,348000,74,0,4702,Jumeirah Village Circle
7,5,9120000,1374,1,6637,Umm Al Sheif
2,2,1080000,116,1,9310,Downtown Dubai
5,4,1536000,303,0,5069,Meydan
7,5,8400000,1091,1,7699,Umm Suqeim
5,4,2040000,311,0,6559,Mohammed Bin Rashid City
2,2,924000,102,1,9058,Dubai Creek Harbour (The Lagoons)
4,4,624000,325,1,1920,Jumeirah Village Circle
3,2,1680000,380,1,4421,Palm Jumeirah
3,2,768000,120,0,6400,Al Sufouh
1,1,300000,52,0,5769,Meydan
4,3,2160000,196,1,11020,Dubai Creek Harbour (The Lagoons)
1,0,180000,57,1,3157,Business Bay
2,1,192000,61,0,3147,Jumeirah Village Circle
2,2,468000,74,0,6324,Business Bay
2,2,623999,118,1,5288,Jumeirah Beach Residence
2,1,198000,85,0,2329,Motor City
5,4,420000,112,0,3750,Damac Hills 2
3,2,1680000,380,0,4421,Palm Jumeirah
5,3,432000,174,0,2482,Damac Hills 2
4,3,1368000,215,1,6362,Palm Jumeirah
1,1,132000,68,1,1941,Dubai Production City (IMPZ)
1,1,1248000,103,1,12116,Jumeirah Beach Residence
2,2,222000,71,0,3126,Jumeirah Lake Towers
1,0,264000,40,1,6600,Jumeirah Lake Towers
2,1,174000,86,0,2023,Dubai Sports City
2,1,696000,63,1,11047,Dubai Marina
3,2,336000,121,0,2776,Al Furjan
2,2,672000,97,1,6927,Dubai Marina
2,1,444000,60,1,7400,Dubai Marina
2,2,468000,99,0,4727,Dubai Hills Estate
1,0,144000,41,1,3512,Dubai South (Dubai World Central)
1,0,124800,53,0,2354,Dubai Residence Complex
1,1,528000,76,0,6947,Jumeirah
1,1,156000,40,1,3900,DAMAC Hills
4,3,1452000,284,0,5112,Jumeirah Park
4,3,257280,136,1,1891,Downtown Jebel Ali
2,1,138000,66,0,2090,Dubai Production City (IMPZ)
2,1,300000,88,0,3409,Dubai Marina
2,1,600000,84,0,7142,Downtown Dubai
3,3,3360000,310,0,10838,Palm Jumeirah
3,2,811200,137,0,5921,Mohammed Bin Rashid City
3,3,576000,179,0,3217,Arabian Ranches 3
3,2,576000,129,1,4465,Jumeirah Beach Residence
3,3,672000,175,1,3840,Jumeirah Beach Residence
1,0,288000,37,0,7783,Dubai Marina
1,0,242400,41,0,5912,Business Bay
4,3,528000,175,0,3017,Dubai South (Dubai World Central)
3,3,600000,155,0,3870,Jumeirah Lake Towers
2,1,135600,65,0,2086,Dubai Silicon Oasis
5,4,1800000,373,0,4825,Tilal Al Ghaf
2,1,348000,69,0,5043,Mohammed Bin Rashid City
3,2,1800000,165,0,10909,Zabeel
1,1,408000,59,1,6915,Dubai Hills Estate
4,4,936000,187,0,5005,Mohammed Bin Rashid City
4,3,3239999,310,0,10451,Saadiyat Island
5,4,4800000,445,0,10786,Palm Jumeirah
1,1,468000,75,0,6240,Dubai Creek Harbour (The Lagoons)
6,4,1296000,457,0,2835,DAMAC Hills
3,4,768000,261,0,2942,Town Square
1,1,587999,73,0,8054,Jumeirah
5,4,1800000,783,0,2298,Al Furjan
5,4,1416000,331,0,4277,Al Furjan
3,2,384000,103,1,3728,Jumeirah Village Circle
1,0,273600,66,0,4145,Jumeirah Beach Residence
2,1,432000,101,1,4277,Culture Village
1,0,252000,52,1,4846,Culture Village
3,2,576000,130,1,4430,Culture Village
4,3,888000,176,0,5045,Culture Village
1,1,240000,62,0,3870,Arjan
1,2,443760,67,1,6623,Dubai Hills Estate
6,4,2016000,363,0,5553,Mohammed Bin Rashid City
7,4,7200000,693,0,10389,Palm Jumeirah
1,1,363600,100,1,3636,Greens
2,1,204000,89,0,2292,Rukan
5,4,6360000,622,0,10225,Palm Jumeirah
1,1,198000,52,0,3807,Arjan
2,1,170400,74,1,2302,Dubai Sports City
2,1,360000,86,1,4186,Business Bay
3,2,348000,128,1,2718,Al Quoz
5,4,3480000,470,0,7404,Palm Jumeirah
1,1,312000,70,0,4457,Jumeirah Village Circle
1,1,312000,46,0,6782,Dubai Hills Estate
3,2,888000,143,0,6209,Al Kifaf
3,2,1452000,106,1,13698,Dubai Harbour
3,2,336000,91,0,3692,Dubai South (Dubai World Central)
1,1,513600,54,0,9511,Downtown Dubai
2,1,1008000,87,1,11586,Al Jaddaf
1,0,148800,27,0,5511,Meydan
3,2,676800,116,0,5834,Old Town
7,5,3600000,1589,1,2265,Al Barsha
1,0,120000,30,1,4000,Jumeirah Village Triangle
3,2,396000,123,0,3219,Dubai Marina
1,0,103200,36,0,2866,Dubai South (Dubai World Central)
2,2,960000,115,0,8347,Dubai Creek Harbour (The Lagoons)
1,1,432000,71,0,6084,Dubai Creek Harbour (The Lagoons)
5,4,17640000,737,0,23934,Palm Jumeirah
4,3,660000,225,0,2933,Yas Island
1,0,132000,35,1,3771,Al Furjan
5,4,1246385,430,0,2898,The Valley
2,1,259200,87,1,2979,Jumeirah Village Circle
6,5,2760000,460,0,6000,Dubai Land
7,6,8880000,1330,0,6676,Dubai Hills Estate
3,4,552000,211,0,2616,Damac Lagoons
2,1,371911,69,0,5390,Mohammed Bin Rashid City
2,2,912000,101,0,9029,Downtown Dubai
6,5,1589177,526,0,3021,The Valley
4,3,1080000,204,0,5294,Dubai Marina
5,4,1199465,412,0,2911,The Valley
6,5,1529837,413,0,3704,The Valley
6,5,3840000,783,0,4904,Mohammed Bin Rashid City
3,3,623802,226,0,2760,The Valley
1,0,96000,31,1,3096,Dubai Silicon Oasis
4,4,3108000,486,1,6395,Palm Jumeirah
1,0,175200,40,0,4380,Arjan
5,5,1152000,389,0,2961,Dubai South (Dubai World Central)
4,3,708000,239,0,2962,Dubai South (Dubai World Central)
4,4,864000,311,0,2778,Dubai South (Dubai World Central)
4,3,936000,250,0,3744,Wasl Gate
3,2,408000,83,0,4915,Business Bay
5,5,1271999,474,0,2683,DAMAC Hills
2,2,528000,79,0,6683,Business Bay
3,2,1128000,131,1,8610,Downtown Dubai
2,1,276000,77,0,3584,Arjan
4,3,552000,193,0,2860,Town Square
none,1,148800,68,0,2188,Dubai Land
3,3,1269600,170,0,7468,Zabeel
2,1,304800,83,0,3672,Al Muhaisnah
3,2,360000,90,0,4000,Jumeirah Village Circle
3,3,348000,138,0,2521,Remraam
5,4,1847997,560,0,3299,Al Reem Island
1,1,528000,84,0,6285,Jumeirah Lake Towers
1,1,240000,67,0,3582,Al Jaddaf
2,2,216000,64,0,3375,Jumeirah Lake Towers
4,3,624000,128,0,4875,Arabian Ranches 3
5,3,648000,264,1,2454,DAMAC Hills
1,0,191280,36,0,5313,Business Bay
5,4,768000,248,0,3096,The Valley
2,1,283200,61,0,4642,Business Bay
2,2,1056000,149,0,7087,Umm Suqeim
7,7,5280000,1063,0,4967,Damac Lagoons
2,2,1328074,128,0,10375,Dubai Harbour
4,3,468000,297,1,1575,Damac Hills 2
2,1,213600,81,0,2637,Majan
5,4,684000,129,0,5302,Jumeirah Village Circle
2,1,772438,69,0,11194,Dubai Harbour
6,4,936000,330,0,2836,Dubai South (Dubai World Central)
4,3,624000,173,0,3606,The Valley
3,2,996000,133,0,7488,Business Bay
4,3,588000,181,0,3248,Dubai Land
2,1,174000,75,0,2320,Dubai Residence Complex
3,2,960000,151,0,6357,Downtown Dubai
3,2,408000,83,0,4915,Mohammed Bin Rashid City
2,1,408000,74,0,5513,Dubai Marina
1,0,163200,37,0,4410,Meydan
6,5,2760000,514,0,5369,DAMAC Hills
2,1,468000,83,0,5638,Dubai Marina
1,0,768000,33,1,23272,Dubai Marina
2,1,444000,75,0,5920,Downtown Dubai
1,1,720000,76,0,9473,Dubai Harbour
1,1,432000,78,1,5538,Dubai Marina
5,4,2220000,402,0,5522,Jumeirah Park
4,2,960000,120,0,8000,Mohammed Bin Rashid City
6,5,3839999,575,0,6678,Jumeirah Park
3,3,688800,115,0,5989,Mohammed Bin Rashid City
3,2,510000,168,0,3035,Yas Island
4,4,1632000,564,0,2893,Al Furjan
4,3,1488000,178,0,8359,Downtown Dubai
4,3,574800,187,0,3073,Town Square
1,0,132000,37,0,3567,DAMAC Hills
2,2,180000,101,0,1782,Dubai Land
6,4,9600000,438,1,21917,Zabeel
5,4,1285200,316,0,4067,Tilal Al Ghaf
5,4,924000,186,0,4967,Mohammed Bin Rashid City
3,2,835200,147,1,5681,Business Bay
3,2,324000,134,1,2417,Dubai Sports City
2,2,768000,121,0,6347,Dubai Creek Harbour (The Lagoons)
3,2,288000,90,0,3200,Dubai Land
3,3,408000,112,1,3642,Damac Hills 2
5,3,864000,237,0,3645,Jumeirah Heights
2,2,396000,98,0,4040,Jumeirah Village Circle
2,1,1488000,152,0,9789,Saadiyat Island
6,5,2616000,501,0,5221,DAMAC Hills
1,0,180000,42,0,4285,Jumeirah Lake Towers
1,1,156000,84,0,1857,Dubai Land
1,1,540000,84,1,6428,Dubai Marina
2,1,408000,62,0,6580,Mohammed Bin Rashid City
2,2,311967,100,0,3119,Yas Island
1,1,187173,51,0,3670,Al Raha Beach
3,3,372000,178,0,2089,Damac Hills 2
1,1,573600,81,0,7081,Downtown Dubai
6,5,1968000,537,0,3664,Saadiyat Island
1,0,252000,61,1,4131,Business Bay
4,3,407999,132,0,3090,Yas Island
5,4,672000,261,0,2574,Town Square
4,3,1319999,392,0,3367,Arabian Ranches 3
2,1,203760,71,0,2869,Dubai South (Dubai World Central)
4,3,441840,155,0,2850,Dubai South (Dubai World Central)
5,4,1716000,452,0,3796,Jumeirah Park
2,1,768000,65,1,11815,Jumeirah Beach Residence
3,2,839760,122,1,6883,Business Bay
1,1,765600,84,0,9114,Jumeirah Beach Residence
1,1,420000,64,0,6562,Dubai Creek Harbour (The Lagoons)
3,3,648000,162,1,4000,Business Bay
3,3,2880000,206,0,13980,Jumeirah
2,2,636000,108,0,5888,Dubai Creek Harbour (The Lagoons)
2,1,336000,63,0,5333,Dubai Healthcare City
2,1,258000,81,0,3185,Al Furjan
3,2,1392000,245,0,5681,Al Barari
5,5,1800000,569,0,3163,Al Furjan
2,2,768000,108,1,7111,Dubai Creek Harbour (The Lagoons)
1,0,110400,42,1,2628,Al Warsan
1,0,122400,36,1,3400,Al Furjan
2,1,186000,60,0,3100,Jumeirah Village Circle
1,0,138000,56,0,2464,Jumeirah Village Circle
5,4,684000,215,0,3181,Reem
2,2,360000,120,0,3000,Dubai South (Dubai World Central)
1,1,230400,62,1,3716,Dubai Marina
3,3,900000,154,1,5844,Business Bay
2,1,300000,98,0,3061,Business Bay
5,4,600000,143,0,4195,Damac Lagoons
2,2,888000,108,0,8222,Dubai Design District
2,1,384000,80,0,4800,Mohammed Bin Rashid City
2,2,312000,99,0,3151,Yas Island
1,0,110400,48,0,2300,Discovery Gardens
1,0,109200,43,0,2539,Discovery Gardens
1,0,118800,42,1,2828,Dubai Residence Complex
2,1,420000,71,0,5915,Maritime City
2,1,441600,63,0,7009,Downtown Dubai
6,6,1680000,709,0,2369,Living Legends
3,4,468000,216,0,2166,Damac Hills 2
1,1,216000,64,0,3375,Jumeirah Village Circle
2,1,307200,109,0,2818,Al Reem Island
1,0,156000,29,1,5379,Al Jaddaf
3,2,528000,172,0,3069,Serena
2,1,239760,61,0,3930,Jumeirah Village Circle
5,4,527999,222,0,2378,Damac Hills 2
2,1,288000,80,0,3600,Jumeirah Village Circle
5,3,3600000,247,0,14574,Downtown Dubai
1,0,123360,34,1,3628,Downtown Jebel Ali
4,3,791999,162,1,4888,Business Bay
2,1,232800,84,1,2771,Dubai Residence Complex
2,1,288000,80,0,3600,Jumeirah Village Circle
1,0,172800,30,0,5760,Dubai South (Dubai World Central)
1,0,189120,37,0,5111,Dubai Healthcare City
5,4,2100000,364,0,5769,Mohammed Bin Rashid City
5,4,852000,227,0,3753,Arabian Ranches 3
2,1,213600,90,0,2373,Al Quoz
2,1,247200,81,0,3051,Arjan
1,0,278400,39,1,7138,Maritime City
1,0,180000,38,1,4736,Mohammed Bin Rashid City
1,1,480000,83,1,5783,Old Town
4,4,791999,263,0,3011,Dubai South (Dubai World Central)
5,5,10560000,501,1,21077,Palm Jumeirah
4,4,3600000,463,0,7775,Dubai Hills Estate
2,1,228000,58,0,3931,Arjan
2,2,576000,93,0,6193,Dubai Creek Harbour (The Lagoons)
2,1,405600,82,0,4946,Al Satwa
1,1,348000,61,0,5704,Dubai Creek Harbour (The Lagoons)
1,1,564000,71,0,7943,The Hills
1,1,468000,88,0,5318,Umm Suqeim
2,1,307200,84,0,3657,Jumeirah Village Circle
2,2,744000,121,0,6148,Dubai Creek Harbour (The Lagoons)
1,0,367200,64,1,5737,Business Bay
6,5,3902133,784,0,4977,Mohammed Bin Rashid City
7,6,6000000,654,1,9174,Downtown Dubai
4,3,936000,213,1,4394,Al Barsha
4,3,648000,144,0,4500,Arabian Ranches 3
3,2,600000,114,1,5263,Mohammed Bin Rashid City
7,6,1164000,494,0,2356,Al Shamkha
1,0,110400,32,0,3450,Rukan
1,1,420000,86,1,4883,Jumeirah Beach Residence
3,3,1428000,151,0,9456,Dubai Marina
2,2,288000,89,0,3235,Town Square
7,5,3540000,594,0,5959,Nad Al Sheba
3,3,576000,201,0,2865,Town Square
1,1,360000,64,0,5625,Dubai Creek Harbour (The Lagoons)
5,4,1176000,343,0,3428,Dubai Sports City
3,2,1493830,128,0,11670,Dubai Harbour
5,5,8640000,933,0,9260,Al Barari
4,3,1320000,152,0,8684,Downtown Dubai
4,3,792000,177,0,4474,Al Furjan
1,0,108000,39,0,2769,Dubai Sports City
1,0,145920,70,0,2084,Dubai Sports City
2,1,183360,88,0,2083,Dubai Sports City
2,1,173760,84,0,2068,Dubai Sports City
6,5,2448000,580,1,4220,The Villa
2,1,213600,136,0,1570,Motor City
4,4,1008000,217,0,4645,The Valley
4,4,924000,226,0,4088,Arabian Ranches 2
7,5,4560000,752,0,6063,Mohammed Bin Rashid City
1,1,348000,73,0,4767,Mohammed Bin Rashid City
1,0,115200,31,0,3716,Al Furjan
3,2,840000,166,0,5060,Palm Jumeirah
4,3,600000,144,0,4166,Arabian Ranches 3
3,3,264000,112,0,2357,Damac Hills 2
1,0,206400,55,0,3752,Mirdif
5,4,864000,332,0,2602,Dubai South (Dubai World Central)
5,5,571200,425,0,1344,Damac Hills 2
2,2,900000,112,0,8035,Dubai Harbour
1,0,180000,42,0,4285,Jumeirah Lake Towers
3,2,744000,201,0,3701,Saadiyat Island
2,1,376800,81,0,4651,Jumeirah Lake Towers
4,3,696000,304,0,2289,Dubai South (Dubai World Central)
4,4,2160000,433,0,4988,Wadi Al Safa 2
3,2,1524000,128,1,11906,Downtown Dubai
3,3,1471200,223,0,6597,City Walk
3,3,431999,174,0,2482,Damac Hills 2
2,1,550800,61,0,9029,City Walk
7,5,2395200,622,0,3850,Al Furjan
1,0,312000,50,1,6240,Business Bay
1,1,432000,68,1,6352,Dubai Creek Harbour (The Lagoons)
2,2,691200,259,1,2668,Jumeirah Village Circle
1,1,199197,64,1,3112,Yas Island
3,2,672000,93,0,7225,Business Bay
2,1,240000,84,1,2857,Dubai Marina
5,3,456000,179,0,2547,Al Reem Island
1,1,324000,44,1,7363,Business Bay
3,2,324000,115,0,2817,Jumeirah Village Circle
1,0,156000,37,0,4216,Meydan
2,1,264000,53,0,4981,Jumeirah Village Circle
1,1,223200,59,0,3783,Jumeirah Village Circle
4,4,864000,248,0,3483,DAMAC Hills
2,1,348000,79,1,4405,Yas Island
3,3,1656000,432,0,3833,Downtown Dubai
1,1,864000,69,0,12521,Dubai Harbour
4,5,1308000,298,0,4389,Dubai Hills Estate
3,2,360000,130,0,2769,Dubai Sports City
7,7,15600000,3716,1,4198,Umm Suqeim
6,5,528000,273,0,1934,Al Reef
3,2,828000,120,0,6900,Umm Suqeim
3,2,276000,117,0,2358,Al Reef
6,4,684000,129,1,5302,Jumeirah Village Circle
7,5,2397600,765,0,3134,Yas Island
2,2,264000,107,0,2467,Dubai Studio City
1,1,431999,71,0,6084,Dubai Creek Harbour (The Lagoons)
5,4,14160000,556,1,25467,Palm Jumeirah
7,5,1200000,390,0,3076,Dubai South (Dubai World Central)
1,1,468000,70,0,6685,Dubai Creek Harbour (The Lagoons)
1,1,228000,45,0,5066,Meydan
3,2,372000,119,0,3126,Arjan
5,4,3000000,418,1,7177,Dubai Hills Estate
7,6,7440000,695,0,10705,Jumeirah
3,3,588000,187,0,3144,Town Square
1,0,144000,43,0,3348,Arjan
1,0,132000,42,0,3142,Jumeirah Lake Towers
4,4,720000,271,0,2656,Town Square
2,2,300000,81,0,3703,Jumeirah Village Circle
2,1,252000,79,0,3189,Jumeirah Lake Towers
1,1,228000,43,0,5302,Meydan
6,5,5880000,733,0,8021,Mohammed Bin Rashid City
3,2,1319999,134,1,9850,Downtown Dubai
5,4,13200000,541,0,24399,Jumeirah
2,2,360000,89,0,4044,Jumeirah Lake Towers
5,4,18240000,713,0,25582,Palm Jumeirah
1,0,142800,30,0,4760,Meydan
6,6,6600000,840,0,7857,Al Barari
1,1,240000,48,0,5000,Meydan
1,1,230400,58,0,3972,Business Bay
3,2,576000,248,1,2322,Jumeirah Village Circle
7,5,3360000,464,0,7241,Nad Al Sheba
5,5,882480,259,0,3407,Damac Lagoons
1,0,139200,33,1,4218,Jebel Ali
1,0,183600,36,0,5100,Meydan
3,3,427200,140,0,3051,Dubai South (Dubai World Central)
2,1,249600,77,0,3241,Dubai Production City (IMPZ)
2,1,864000,124,0,6967,Deira
4,3,359999,157,0,2292,Al Reem Island
3,4,540000,143,0,3776,Damac Lagoons
3,2,792000,143,1,5538,The Hills
4,3,2304000,162,1,14222,Dubai Harbour
4,3,3480000,191,1,18219,Jumeirah Beach Residence
2,2,300000,91,1,3296,Business Bay
2,2,660000,113,0,5840,Dubai Creek Harbour (The Lagoons)
2,2,672000,99,0,6787,Dubai Creek Harbour (The Lagoons)
4,4,1020000,239,0,4267,Al Furjan
1,0,84000,33,1,2545,Dubai Production City (IMPZ)
4,4,2544000,357,1,7126,Arabian Ranches
3,2,528000,117,0,4512,Jumeirah Beach Residence
3,2,456000,123,0,3707,DAMAC Hills
2,1,720000,84,1,8571,Downtown Dubai
6,4,1728000,783,0,2206,Al Furjan
1,1,479999,70,0,6857,Business Bay
4,2,552000,196,0,2816,Serena
1,0,151200,38,0,3978,Arjan
2,1,232824,92,0,2530,Arjan
2,1,235200,70,0,3360,Al Barsha
6,5,1203605,420,0,2865,The Valley
2,1,225600,69,0,3269,Arjan
1,0,105600,45,0,2346,Dubai Sports City
4,3,643200,168,0,3828,Yas Island
3,2,5520000,177,0,31186,Palm Jumeirah
4,3,8640000,571,1,15131,Palm Jumeirah
4,4,630000,223,0,2825,Dubai South (Dubai World Central)
3,4,2688000,312,0,8615,Dubai Hills Estate
6,5,2088000,687,0,3039,Arabian Ranches 3
2,2,420000,78,0,5384,Meydan
5,3,1128000,502,0,2247,Falcon City of Wonders
1,2,429360,71,0,6047,Dubai Hills Estate
4,3,648000,201,0,3223,Arabian Ranches 3
1,1,480000,53,1,9056,Downtown Dubai
4,4,1440000,257,0,5603,Culture Village
5,4,957600,232,0,4127,Yas Island
3,4,831600,217,0,3832,Dubai Land
4,3,1127999,151,0,7470,Downtown Dubai
4,3,516000,182,0,2835,Dubai Land
1,1,542400,72,0,7533,Downtown Dubai
3,2,864000,125,0,6912,Downtown Dubai
3,2,840000,152,0,5526,Downtown Dubai
2,1,228000,83,1,2746,Jumeirah Lake Towers
1,1,408000,80,1,5100,Downtown Dubai
7,6,7680000,1375,1,5585,Al Barari
2,1,396000,70,0,5657,Emirates Hills 2
3,2,504000,158,0,3189,Dubai Marina
2,1,384000,131,0,2931,Jumeirah Lake Towers
3,3,492000,140,0,3514,Jumeirah Lake Towers
6,6,13200000,1671,1,7899,Tilal Al Ghaf
1,1,312000,63,1,4952,Business Bay
2,1,372000,73,0,5095,Jumeirah Village Circle
2,1,318000,65,1,4892,Al Jaddaf
2,1,936000,87,0,10758,Dubai Media City
5,5,1644000,295,1,5572,Dubai Marina
3,3,312000,112,1,2785,Damac Hills 2
4,3,1080000,213,1,5070,Jumeirah Beach Residence
2,2,960000,111,0,8648,Downtown Dubai
2,1,127200,90,0,1413,Dubai Land
2,1,184800,57,0,3242,DAMAC Hills
2,1,216000,65,1,3323,Arjan
5,5,3960000,621,0,6376,Dubai Hills Estate
1,0,151200,37,1,4086,Jumeirah Village Circle
1,0,191760,46,1,4168,Business Bay
4,3,767997,202,0,3801,Yas Island
3,2,504000,139,0,3625,DAMAC Hills
3,2,1080000,293,0,3686,Al Barari
1,1,405600,97,0,4181,Dubai Marina
5,4,1584000,599,0,2644,Jumeirah Park
4,4,1608000,554,0,2902,Jumeirah Park
3,2,852000,120,0,7100,Jumeirah
5,4,840000,233,0,3605,Dubai Land
4,3,1392000,279,0,4989,Nad Al Sheba
1,0,156000,32,0,4875,Meydan
3,3,552000,190,1,2905,Town Square
5,4,960000,329,0,2917,The Valley
2,1,208800,97,0,2152,Motor City
2,1,230400,67,0,3438,Arjan
1,0,155760,41,0,3799,Dubai Land
2,1,444000,57,0,7789,Maritime City
3,3,1020000,203,0,5024,Jumeirah Golf Estates
2,1,126000,55,0,2290,Dubai Production City (IMPZ)
3,3,864000,140,0,6171,Tilal Al Ghaf
2,1,876000,84,0,10428,Dubai Marina
2,2,360000,89,0,4044,Mudon
1,1,168000,68,0,2470,Jumeirah Village Circle
1,0,180000,44,1,4090,Arjan
2,2,477600,92,0,5191,Dubai Hills Estate
2,1,576000,92,0,6260,Al Kifaf
3,2,360000,103,0,3495,Arjan
3,2,684000,129,1,5302,Jumeirah Beach Residence
2,1,432000,62,0,6967,Business Bay
1,0,104400,27,0,3866,Dubai Land
3,2,576000,114,0,5052,Yas Island
1,0,90000,40,0,2250,Dubai Land
3,2,1080000,128,1,8437,Dubai Marina
2,1,208800,66,1,3163,Jumeirah Village Circle
3,3,384000,139,1,2762,Damac Hills 2
2,2,192000,101,0,1900,Dubai Land
4,3,624000,166,0,3759,Jumeirah Golf Estates
1,1,300000,70,0,4285,Mohammed Bin Rashid City
2,1,456000,72,0,6333,Mohammed Bin Rashid City
2,1,583200,80,0,7290,Downtown Dubai
1,0,122400,30,1,4080,Al Furjan
1,1,288000,49,0,5877,Meydan
1,0,100800,44,0,2290,Dubai Sports City
1,1,156000,79,0,1974,Dubai Silicon Oasis
6,5,2088000,621,0,3362,Arabian Ranches 3
5,4,1608000,480,0,3350,Arabian Ranches 3
3,2,600000,145,0,4137,Arjan
3,4,564000,143,0,3944,Damac Lagoons
2,1,177600,65,0,2732,Dubai South (Dubai World Central)
1,0,234000,45,0,5200,Yas Island
2,1,336000,83,0,4048,Mudon
7,6,10319973,6635,0,1555,Nurai Island
2,2,261600,85,0,3077,Al Reem Island
3,2,746400,115,0,6490,Mohammed Bin Rashid City
3,2,700800,130,0,5390,Mohammed Bin Rashid City
2,1,600000,120,0,5000,Palm Jumeirah
2,2,720000,137,0,5255,The Views
4,3,2159999,455,0,4747,Palm Jumeirah
3,4,549333,215,0,2555,Damac Lagoons
2,1,216000,62,1,3483,Jumeirah Village Circle
3,2,3600000,209,1,17224,Saadiyat Island
3,3,528000,162,0,3259,Mirdif
5,4,8880000,464,1,19137,Palm Jumeirah
4,3,1716000,420,0,4085,Dubai Hills Estate
1,0,192000,36,1,5333,Al Jaddaf
2,2,345120,111,0,3109,Arjan
2,2,684000,115,0,5947,Mohammed Bin Rashid City
2,1,278160,83,0,3351,Al Muhaisnah
2,1,359999,117,0,3076,Al Muhaisnah
1,0,143400,27,0,5311,Meydan
1,1,597333,73,1,8182,Umm Suqeim
2,2,360000,89,0,4044,Jumeirah Lake Towers
3,3,908400,290,0,3132,Mudon
2,1,182400,82,0,2224,Jumeirah Village Circle
1,1,254400,43,1,5916,Business Bay
3,3,2088000,171,1,12210,Umm Suqeim
2,2,489600,121,0,4046,Greens
2,1,287999,63,1,4571,Al Furjan
2,1,360000,83,0,4337,Mohammed Bin Rashid City
1,1,506666,59,1,8587,Downtown Dubai
2,1,177600,65,0,2732,Dubai South (Dubai World Central)
2,2,396000,75,1,5280,Mohammed Bin Rashid City
1,1,228000,69,1,3304,Jumeirah Lake Towers
2,1,516000,64,1,8062,Dubai Marina
4,4,1080000,365,0,2958,Dubai South (Dubai World Central)
3,2,1200000,156,1,7692,Downtown Dubai
2,1,708000,85,0,8329,Old Town
2,1,133200,75,0,1776,Dubai Production City (IMPZ)
1,0,100800,46,1,2191,Dubai Production City (IMPZ)
1,1,312000,45,1,6933,Mohammed Bin Rashid City
1,1,252000,46,1,5478,Meydan
2,2,720000,161,1,4472,World Trade Center
4,3,1392000,208,0,6692,Culture Village
3,2,527724,118,0,4472,DIFC
2,2,600000,99,0,6060,Mohammed Bin Rashid City
2,2,600000,128,0,4687,Jumeirah Beach Residence
1,0,167760,36,0,4660,Arjan
3,2,815997,136,1,5999,Dubai Creek Harbour (The Lagoons)
2,1,648000,90,1,7200,Al Barari
1,0,300000,34,0,8823,Meydan
1,0,192000,31,1,6193,Business Bay
1,1,393472,82,1,4798,Al Satwa
2,3,1032000,158,1,6531,Dubai Creek Harbour (The Lagoons)
3,2,1824000,137,1,13313,Bluewaters
6,5,744000,301,0,2471,Damac Lagoons
5,4,1776000,466,0,3811,Saadiyat Island
4,3,828000,198,0,4181,Tilal Al Ghaf
2,2,393600,74,0,5318,Business Bay
1,1,672000,74,0,9081,Jumeirah
1,0,134160,32,1,4192,Town Square
2,1,148800,69,1,2156,Jumeirah Village Circle
3,2,576000,126,0,4571,Business Bay
4,4,840000,235,0,3574,Arabian Ranches 3
3,2,348000,134,0,2597,Motor City
6,4,1747200,466,0,3749,Saadiyat Island
2,2,599999,119,0,5042,Business Bay
4,4,960000,187,0,5133,Mohammed Bin Rashid City
1,1,564000,72,0,7833,City Walk
2,1,288000,77,0,3740,Jumeirah Lake Towers
4,3,1464000,184,0,7956,Al Wasl
2,2,396000,83,0,4771,Meydan
3,2,660000,134,0,4925,Jumeirah Beach Residence
1,0,108000,39,1,2769,Dubai Sports City
4,3,1439760,297,0,4847,Arabian Ranches 2
1,1,660000,68,0,9705,Dubai Harbour
1,0,312000,37,1,8432,The World Islands
4,2,204000,142,0,1436,Dubai Investment Park (DIP)
2,1,223200,88,0,2536,Jumeirah Village Circle
1,1,228000,58,0,3931,DAMAC Hills
2,2,602400,112,0,5378,Dubai Creek Harbour (The Lagoons)
2,1,360000,65,1,5538,Al Jaddaf
1,1,191760,61,0,3143,Jumeirah Village Circle
3,3,462000,164,1,2817,Al Furjan
3,2,1308000,143,1,9146,Downtown Dubai
3,3,384000,112,1,3428,Damac Hills 2
1,1,223200,39,0,5723,Meydan
1,0,100800,38,1,2652,Damac Hills 2
1,0,139200,48,0,2900,Discovery Gardens
6,4,1116000,218,0,5119,Mohammed Bin Rashid City
2,2,396000,106,0,3735,Jumeirah Village Circle
1,0,139200,27,0,5155,Meydan
2,2,528000,173,0,3052,Dubai South (Dubai World Central)
2,1,156000,70,0,2228,Remraam
3,2,719760,100,0,7197,Dubai Hills Estate
2,1,220800,66,0,3345,Jumeirah Village Circle
4,4,839999,242,0,3471,Dubai Marina
1,1,408000,63,0,6476,Dubai Creek Harbour (The Lagoons)
4,3,1320000,238,0,5546,Deira
4,3,528000,174,0,3034,Town Square
5,5,959999,251,0,3824,DAMAC Hills
1,0,136800,49,0,2791,Jumeirah Lake Towers
3,2,766800,144,1,5325,Al Kifaf
3,2,672000,110,0,6109,Mohammed Bin Rashid City
2,2,228000,93,0,2451,Remraam
2,1,670800,123,0,5453,Downtown Dubai
