bathrooms,bedrooms,price,sizeMin,furnishing,price_per_m2,region
1,0,201600,47,0,4289,Jumeirah Village Circle
2,1,324000,64,0,5062,Mohammed Bin Rashid City
5,5,3240000,408,0,7941,Arabian Ranches
3,2,526800,126,0,4180,Jumeirah Golf Estates
6,6,4440000,504,1,8809,Meydan
3,2,527999,126,1,4190,Jumeirah Golf Estates
1,0,156000,38,1,4105,Jumeirah Lake Towers
3,2,840000,128,0,6562,Dubai Marina
2,1,379200,66,0,5745,Dubai Marina
2,2,718800,110,0,6534,Dubai Design District
7,7,43200000,3158,0,13679,Mohammed Bin Rashid City
3,2,552000,103,0,5359,Mohammed Bin Rashid City
2,1,336000,101,0,3326,Jumeirah Village Triangle
1,1,402000,75,1,5360,Dubai Marina
5,4,1800000,373,0,4825,Tilal Al Ghaf
3,2,1055999,161,0,6559,Palm Jumeirah
3,2,384000,138,0,2782,Motor City
3,3,1488000,167,0,8910,Downtown Dubai
4,3,984000,400,0,2460,Dubai South (Dubai World Central)
1,0,132000,34,0,3882,Jebel Ali
3,3,636000,179,0,3553,DAMAC Hills
2,1,444000,68,1,6529,Mohammed Bin Rashid City
1,0,308533,42,1,7346,Business Bay
1,0,288000,41,1,7024,Business Bay
3,2,288000,99,0,2909,Al Furjan
3,2,636000,153,0,4156,The Springs
2,1,768000,80,1,9600,Dubai Marina
3,2,840000,112,0,7500,Jumeirah
3,3,840000,149,0,5637,Dubai Hills Estate
4,3,696000,167,0,4167,Dubai Land
4,4,756000,267,0,2831,Town Square
1,1,294000,44,0,6681,Dubai Hills Estate
3,2,720000,132,0,5454,Al Kifaf
2,1,227999,68,0,3352,Jumeirah Village Circle
2,2,163200,94,0,1736,International City
1,1,263013,59,0,4457,DAMAC Hills
3,2,1476000,173,0,8531,Palm Jumeirah
1,0,162213,43,1,3772,DAMAC Hills
1,1,192000,53,0,3622,Arjan
2,2,312000,93,0,3354,Arjan
1,1,276000,49,0,5632,Mohammed Bin Rashid City
1,1,143013,40,0,3575,DAMAC Hills
4,3,636000,128,0,4968,Arabian Ranches 3
2,2,600000,94,1,6382,Greens
5,4,846000,311,0,2720,Arabian Ranches 3
2,1,324000,83,0,3903,Jumeirah Golf Estates
2,1,276000,64,0,4312,DAMAC Hills
1,0,160799,35,1,4594,Jumeirah Lake Towers
1,0,144000,48,1,3000,Jumeirah Village Circle
2,1,612000,86,0,7116,Downtown Dubai
3,2,324000,108,1,3000,Al Furjan
1,0,182160,38,1,4793,Jumeirah Lake Towers
1,0,143760,45,0,3194,Jumeirah Village Circle
5,4,4799999,495,0,9696,Jumeirah Islands
5,4,13560000,735,0,18448,Business Bay
1,0,108000,38,1,2842,Dubai Sports City
6,4,3840000,356,0,10786,Al Wasl
2,2,1560000,160,0,9750,Palm Jumeirah
5,4,3240000,431,0,7517,Dubai Marina
1,1,372000,62,0,6000,Dubai Hills Estate
3,2,576000,103,0,5592,Dubai Marina
3,2,792000,163,0,4858,Downtown Dubai
2,1,600000,79,1,7594,Downtown Dubai
2,1,343200,71,1,4833,Dubai Hills Estate
3,2,576000,123,0,4682,Dubai Marina
7,6,2877600,1021,0,2818,Damac Lagoons
2,1,468000,82,0,5707,Dubai Hills Estate
2,2,336000,92,0,3652,Dubai South (Dubai World Central)
1,1,204000,61,0,3344,Town Square
3,3,443999,189,0,2349,Damac Hills 2
4,3,480000,182,0,2637,Al Furjan
1,1,528000,57,1,9263,Dubai Marina
2,1,576000,69,0,8347,Dubai Hills Estate
1,1,432000,64,0,6750,Dubai Creek Harbour (The Lagoons)
5,4,816000,233,0,3502,Dubai Land
1,1,540000,72,0,7500,Jumeirah
3,2,1692000,124,0,13645,Downtown Dubai
5,3,1356000,191,1,7099,Dubai Marina
3,2,744000,113,0,6584,Mohammed Bin Rashid City
2,2,693600,93,0,7458,Downtown Dubai
2,1,364800,64,0,5700,Mohammed Bin Rashid City
1,1,228000,62,0,3677,Jumeirah Village Circle
1,1,309600,47,0,6587,Mohammed Bin Rashid City
1,0,120000,35,1,3428,Al Furjan
7,5,4560000,692,0,6589,Deira
4,3,1920000,266,0,7218,Dubai Marina
1,1,516000,70,0,7371,Dubai Marina
2,2,1260000,126,1,10000,Downtown Dubai
3,3,1500000,304,0,4934,Dubai Marina
2,1,719999,70,1,10285,Dubai Harbour
3,2,815999,145,0,5627,Downtown Dubai
2,1,384000,86,0,4465,Dubai Marina
2,1,948000,159,1,5962,Palm Jumeirah
4,3,3060000,222,0,13783,Dubai Harbour
1,1,348000,60,0,5800,Dubai Hills Estate
4,3,1188000,258,0,4604,Dubai Hills Estate
4,3,624000,238,0,2621,Mudon
1,0,136800,34,0,4023,Arjan
7,6,3336000,663,0,5031,Wadi Al Safa 2
2,1,240000,87,1,2758,DAMAC Hills
1,1,564000,76,0,7421,City Walk
4,2,886800,129,1,6874,Dubai Marina
4,3,612000,268,0,2283,Barsha Heights (Tecom)
6,5,3859200,441,0,8751,Mohammed Bin Rashid City
2,2,504000,169,0,2982,Dubai Land
4,4,672000,236,0,2847,Reem
4,3,744000,201,0,3701,Dubai Marina
5,3,384000,174,0,2206,Damac Hills 2
5,3,2160000,173,0,12485,Jumeirah Beach Residence
2,1,204000,83,0,2457,Jumeirah Lake Towers
1,1,228000,59,1,3864,Jumeirah Lake Towers
2,1,563760,86,0,6555,Business Bay
4,4,960000,180,0,5333,DAMAC Hills
7,6,2700000,836,0,3229,The Villa
1,0,114000,41,0,2780,Dubai Residence Complex
2,3,576000,176,0,3272,The Valley
3,2,1176000,150,0,7840,Business Bay
7,7,34788000,3636,1,9567,Dubai Hills Estate
7,5,3000000,898,0,3340,Arabian Ranches
2,2,1152000,116,1,9931,Downtown Dubai
1,0,156000,30,0,5200,Meydan
3,2,732000,127,0,5763,Dubai Marina
3,2,384000,100,0,3840,Jumeirah Lake Towers
3,3,1704000,181,0,9414,Jumeirah
2,1,600000,103,1,5825,Palm Jumeirah
4,3,1308000,250,0,5232,Dubai Hills Estate
4,2,204000,136,0,1500,Dubai Investment Park (DIP)
4,3,900000,229,0,3930,Dubai Marina
5,5,3240000,445,0,7280,Dubai Sports City
2,1,288000,89,1,3235,Business Bay
4,3,3528000,494,0,7141,Dubai Marina
4,3,1260000,212,1,5943,Dubai Hills Estate
4,3,768000,211,0,3639,Dubai Land
2,1,358800,82,0,4375,Mohammed Bin Rashid City
3,2,336000,121,0,2776,Al Furjan
5,4,2016000,214,0,9420,Dubai Marina
2,1,264000,73,0,3616,Arjan
3,2,1056000,154,0,6857,City Walk
3,2,444000,165,0,2690,Jumeirah Village Triangle
1,0,264000,37,1,7135,Jumeirah Lake Towers
4,4,2640000,559,0,4722,Tilal Al Ghaf
3,3,600000,187,0,3208,Town Square
2,2,588000,112,0,5250,Emirates Hills 2
3,2,312000,137,0,2277,Al Ghadeer
2,1,813600,73,0,11145,Dubai Harbour
4,3,504000,184,0,2739,Al Reem Island
7,7,13920000,1828,0,7614,Emirates Hills
2,1,516000,65,0,7938,Downtown Dubai
4,5,2400000,532,0,4511,Jumeirah Golf Estates
2,2,360000,94,0,3829,Rukan
1,1,186000,91,0,2043,Remraam
1,1,324000,44,0,7363,Dubai Hills Estate
7,6,9480000,1399,0,6776,Tilal Al Ghaf
2,2,528000,98,0,5387,Dubai Creek Harbour (The Lagoons)
1,0,456000,63,0,7238,Business Bay
2,1,934800,108,1,8655,Palm Jumeirah
1,0,120000,39,1,3076,Al Furjan
1,1,576000,76,0,7578,Downtown Dubai
5,3,960000,200,1,4800,Downtown Dubai
1,1,182400,62,0,2941,Downtown Jebel Ali
3,2,960000,117,0,8205,Downtown Dubai
2,2,516000,91,0,5670,Dubai Creek Harbour (The Lagoons)
2,1,204000,73,1,2794,DAMAC Hills
2,1,912000,138,1,6608,Palm Jumeirah
5,4,648000,131,0,4946,Jumeirah Village Circle
2,2,840000,116,0,7241,Umm Suqeim
2,2,636000,120,0,5300,Dubai Marina
2,1,218400,67,1,3259,Jumeirah Village Circle
5,3,1800000,219,0,8219,Al Wasl
1,1,216000,44,0,4909,Meydan
4,4,720000,248,0,2903,Dubai South (Dubai World Central)
1,0,120000,48,0,2500,Jumeirah Village Circle
3,3,1272000,267,0,4764,Jumeirah Golf Estates
4,3,576000,164,0,3512,Dubai Land
2,1,840000,128,0,6562,Downtown Dubai
3,3,552000,164,0,3365,Dubai Land
1,0,138000,38,0,3631,Al Furjan
5,3,1032000,240,1,4300,DAMAC Hills
6,4,1080000,265,0,4075,Golf City
1,0,144000,54,0,2666,DAMAC Hills
1,0,195839,48,1,4079,Dubai Marina
1,1,336000,74,0,4540,Mohammed Bin Rashid City
3,3,804000,175,0,4594,Jumeirah Beach Residence
1,1,136800,78,0,1753,Dubai Land
3,2,1320000,143,1,9230,Downtown Dubai
4,2,504000,156,1,3230,DAMAC Hills
2,1,168000,62,0,2709,Dubai Studio City
3,2,444000,124,0,3580,Arjan
3,4,744000,219,0,3397,Arabian Ranches 3
1,1,444000,51,0,8705,Business Bay
2,2,861600,146,0,5901,Umm Suqeim
4,3,1860480,171,1,10880,Downtown Dubai
1,1,132000,62,0,2129,Dubai Production City (IMPZ)
3,2,636000,128,1,4968,Business Bay
1,0,134400,41,1,3278,Jumeirah Village Circle
3,3,1008000,126,1,8000,Downtown Dubai
2,1,182400,59,0,3091,Jumeirah Village Circle
2,1,756000,94,1,8042,Palm Jumeirah
1,1,300000,68,1,4411,Jumeirah Lake Towers
2,1,768000,75,1,10240,Jumeirah Beach Residence
2,2,888000,111,1,8000,Jumeirah
3,2,957600,179,1,5349,Mohammed Bin Rashid City
6,4,1608000,232,0,6931,Mohammed Bin Rashid City
2,1,234000,78,1,3000,Jumeirah Village Circle
3,2,933600,134,0,6967,Downtown Dubai
3,2,960000,137,0,7007,Business Bay
4,3,1127973,233,0,4841,Mohammed Bin Rashid City
1,1,187200,70,1,2674,Dubai Sports City
3,4,672000,210,0,3200,Damac Lagoons
2,2,336000,88,0,3818,Arjan
4,3,864000,150,0,5760,Dubai Creek Harbour (The Lagoons)
7,5,2520000,548,0,4598,Tilal Al Ghaf
5,4,2400000,469,0,5117,Wadi Al Safa 2
6,5,3840000,658,0,5835,Mohammed Bin Rashid City
5,4,888000,142,0,6253,Arabian Ranches 3
1,0,134400,37,0,3632,Arjan
6,4,2760000,297,1,9292,The Hills
2,1,264000,76,0,3473,Jumeirah Lake Towers
5,4,948000,186,0,5096,Meydan
7,5,3360000,672,0,5000,Dubai South (Dubai World Central)
2,2,600000,127,0,4724,Jumeirah Village Triangle
1,1,648000,74,0,8756,Jumeirah
2,1,175200,60,0,2920,Dubai Production City (IMPZ)
6,4,647999,169,0,3834,Jumeirah Village Circle
2,1,348000,71,0,4901,The Views
2,1,307200,75,0,4096,Business Bay
1,1,144000,75,1,1920,Dubai Production City (IMPZ)
1,0,120000,46,0,2608,Dubai Production City (IMPZ)
3,2,804000,192,1,4187,Dubai Creek Harbour (The Lagoons)
1,0,324000,42,0,7714,Business Bay
1,1,216000,48,0,4500,Meydan
3,3,276000,158,0,1746,Damac Hills 2
3,2,455760,116,0,3928,Business Bay
2,1,204000,62,1,3290,Jumeirah Village Circle
3,2,911999,129,0,7069,Downtown Dubai
1,1,396000,74,0,5351,Old Town
3,3,816000,162,1,5037,Business Bay
2,2,672000,140,1,4800,Business Bay
2,1,1032000,106,1,9735,Palm Jumeirah
2,2,1068000,123,1,8682,Downtown Dubai
1,1,432000,98,1,4408,Business Bay
1,0,285600,45,0,6346,Business Bay
1,0,161760,44,1,3676,Arjan
6,5,8160000,621,1,13140,Palm Jumeirah
3,3,1656000,422,0,3924,Dubai Hills Estate
2,1,282000,80,0,3525,Jumeirah Village Triangle
1,0,302400,47,1,6434,Business Bay
6,5,2099973,558,0,3763,Arabian Ranches
4,4,1008000,186,0,5419,Meydan
1,1,360000,62,0,5806,Dubai Hills Estate
2,1,864000,91,0,9494,Downtown Dubai
1,0,134400,27,0,4977,Meydan
1,0,384000,48,1,8000,Business Bay
2,1,144000,62,1,2322,Dubai Production City (IMPZ)
2,1,408000,68,1,6000,Jumeirah Lake Towers
2,1,588000,69,0,8521,Dubai Hills Estate
1,0,204000,37,0,5513,Meydan
2,2,480000,93,0,5161,Dubai Creek Harbour (The Lagoons)
1,0,156000,40,1,3900,Dubai Healthcare City
5,4,936000,298,0,3140,Arabian Ranches 3
1,0,146400,34,0,4305,Dubai South (Dubai World Central)
1,0,117600,48,0,2450,Arjan
5,4,864000,283,0,3053,The Valley
2,2,300000,94,0,3191,Town Square
5,3,1440000,199,0,7236,City Walk
3,2,1344000,125,0,10752,Al Wasl
1,1,708000,79,0,8962,Umm Suqeim
2,1,228000,66,0,3454,Jumeirah Village Circle
1,0,288000,43,1,6697,Business Bay
5,4,2400000,739,1,3247,Jumeirah Park
1,1,210000,60,0,3500,Jumeirah Village Circle
3,3,1886400,308,0,6124,Arabian Ranches
3,2,792000,241,0,3286,The Springs
5,4,1248000,218,0,5724,Mohammed Bin Rashid City
6,5,8400000,880,1,9545,The Lakes
1,1,539760,61,0,8848,City Walk
4,4,1608000,450,1,3573,Mohammed Bin Rashid City
1,0,192000,38,1,5052,Mohammed Bin Rashid City
3,2,792000,115,1,6886,Downtown Dubai
2,1,456000,81,1,5629,Business Bay
7,6,1440000,446,1,3228,Damac Lagoons
4,4,648000,212,0,3056,Damac Lagoons
4,4,540000,210,0,2571,Damac Lagoons
3,2,648000,120,1,5400,Dubai Marina
7,7,3000000,759,1,3952,Damac Lagoons
4,3,1632000,292,0,5589,The Lakes
1,1,552000,60,1,9200,Downtown Dubai
3,2,960000,154,0,6233,Downtown Dubai
1,0,276000,35,0,7885,Maritime City
3,2,1404000,191,0,7350,Downtown Dubai
2,2,480000,122,0,3934,Business Bay
4,3,1032000,150,0,6880,Dubai Creek Harbour (The Lagoons)
5,4,552000,143,0,3860,Damac Lagoons
2,1,218400,70,1,3120,Dubai Marina
4,4,504000,222,0,2270,Damac Hills 2
5,4,756000,258,0,2930,Mudon
3,3,612000,182,0,3362,Dubai Land
2,2,432000,123,0,3512,Dubai Marina
5,4,1080000,270,0,4000,Motor City
3,2,696000,108,0,6444,Downtown Dubai
6,5,2076000,833,0,2492,Jumeirah Park
1,1,552000,71,0,7774,Zabeel
1,1,276000,77,0,3584,Dubai Marina
5,4,2496000,560,0,4457,Tilal Al Ghaf
3,2,1245600,143,1,8710,Downtown Dubai
2,2,252000,97,0,2597,Jumeirah Village Circle
4,3,1080000,169,nan,6390,Dubai Creek Harbour (The Lagoons)
3,2,660000,133,1,4962,Business Bay
4,3,564240,179,0,3152,Arabian Ranches 3
4,3,900000,223,0,4035,Dubai Marina
5,4,756000,218,0,3467,Arabian Ranches 3
3,2,213600,103,0,2073,Remraam
1,1,129600,61,0,2124,Remraam
3,2,1728000,226,0,7646,Palm Jumeirah
3,2,1032000,119,0,8672,DIFC
1,1,766800,78,0,9830,Dubai Harbour
3,2,1200000,234,0,5128,Palm Jumeirah
3,2,676800,116,0,5834,Downtown Dubai
1,1,384000,83,0,4626,Downtown Dubai
2,2,600000,167,0,3592,Dubai Marina
2,1,960000,78,1,12307,Downtown Dubai
4,3,1560000,170,1,9176,Downtown Dubai
3,2,312000,122,0,2557,Dubai South (Dubai World Central)
2,2,708000,93,1,7612,Downtown Dubai
5,4,2400000,739,0,3247,Jumeirah Park
2,1,756000,77,0,9818,Dubai Harbour
5,4,936000,293,0,3194,Mohammed Bin Rashid City
1,1,359520,83,1,4331,Jumeirah Lake Towers
1,0,132000,35,1,3771,Al Furjan
3,2,1128000,120,1,9400,Al Jaddaf
2,1,156000,71,0,2197,Remraam
2,1,444000,83,0,5349,Mohammed Bin Rashid City
1,0,156000,38,1,4105,Jumeirah Lake Towers
3,2,1560000,157,1,9936,Downtown Dubai
3,2,1152000,120,1,9600,Al Jaddaf
5,3,408000,151,1,2701,Damac Hills 2
7,6,14760000,942,0,15668,Dubai Hills Estate
4,2,780000,167,0,4670,Palm Jumeirah
2,1,186000,119,0,1563,Dubai Investment Park (DIP)
4,2,199200,134,0,1486,Dubai Investment Park (DIP)
2,2,333600,93,0,3587,Jumeirah Lake Towers
4,2,216000,152,0,1421,Dubai Investment Park (DIP)
4,3,3120000,192,0,16250,Dubai Harbour
5,4,1464000,371,0,3946,Jumeirah Golf Estates
3,2,528000,75,0,7040,Business Bay
4,4,552000,219,0,2520,Damac Lagoons
3,3,1020000,203,0,5024,Jumeirah Golf Estates
4,4,384000,112,0,3428,Damac Hills 2
5,4,8040000,495,0,16242,Downtown Dubai
2,1,336000,87,0,3862,Jumeirah Village Circle
1,0,124800,40,0,3120,Dubai Sports City
4,3,720000,213,0,3380,Dubai Land
1,0,96000,42,0,2285,Dubai Residence Complex
4,2,996000,170,0,5858,Palm Jumeirah
2,1,420000,79,0,5316,Mohammed Bin Rashid City
2,1,263760,65,0,4057,Meydan
2,2,407999,83,0,4915,Business Bay
3,3,1632000,132,1,12363,Dubai Creek Harbour (The Lagoons)
1,1,232797,63,1,3695,Yas Island
4,3,1440000,223,0,6457,Jumeirah Beach Residence
4,4,1020000,227,0,4493,Al Furjan
3,4,1020000,224,0,4553,Al Furjan
3,2,840000,114,0,7368,Zabeel
3,2,1320000,134,0,9850,Downtown Dubai
2,3,552000,149,0,3704,Greens
1,0,163200,36,0,4533,Meydan
5,4,2640000,456,0,5789,Palm Jumeirah
2,2,696000,206,0,3378,Meydan
2,1,228000,75,0,3040,Jumeirah Village Circle
2,1,288000,68,1,4235,Jumeirah Village Circle
2,1,768000,92,0,8347,Deira
3,2,2292000,171,0,13403,Downtown Dubai
3,3,1020000,258,0,3953,Arabian Ranches
3,2,696000,175,0,3977,Arabian Ranches
5,4,1140000,249,0,4578,DAMAC Hills
2,2,288000,85,0,3388,Jumeirah Lake Towers
4,3,1320000,171,0,7719,Dubai Marina
2,1,180000,89,0,2022,Discovery Gardens
5,4,2760000,542,0,5092,The Oasis by Emaar
7,5,1320000,414,0,3188,Dubai South (Dubai World Central)
1,1,300000,44,0,6818,Dubai Hills Estate
3,2,384000,112,0,3428,Rukan
3,2,672000,130,0,5169,Yas Island
4,3,1008000,246,0,4097,Expo City
1,0,180000,43,1,4186,Dubai Marina
3,2,503520,135,1,3729,DAMAC Hills
6,6,2400000,621,0,3864,Dubai Sports City
3,2,1189200,136,0,8744,City Walk
4,3,912000,425,0,2145,Dubai South (Dubai World Central)
2,2,750000,91,0,8241,Dubai Hills Estate
1,0,114000,50,0,2280,Discovery Gardens
4,4,767999,249,0,3084,Dubai Land
1,1,276000,44,0,6272,Business Bay
4,3,1680000,221,0,7601,Downtown Dubai
7,5,7200000,872,0,8256,Al Barari
4,3,648000,226,0,2867,Reem
2,1,600000,70,0,8571,Zabeel
2,2,288000,85,0,3388,Jumeirah Lake Towers
4,2,1080000,143,0,7552,Mohammed Bin Rashid City
4,3,708000,126,0,5619,Dubai Hills Estate
3,3,432000,130,0,3323,Yas Island
2,1,252000,123,0,2048,Jumeirah Village Circle
4,3,1560000,527,0,2960,Jumeirah Park
2,2,1032000,121,0,8528,Downtown Dubai
4,3,720000,181,1,3977,Jumeirah Beach Residence
4,3,528000,177,0,2983,Dubai South (Dubai World Central)
1,1,396000,61,0,6491,Dubai Hills Estate
3,3,372000,142,0,2619,Damac Hills 2
2,2,373422,92,0,4058,DAMAC Hills
3,3,244800,145,0,1688,Al Reef
3,3,235200,132,0,1781,Al Reef
2,1,852000,75,1,11360,Jumeirah Beach Residence
2,1,215926,58,0,3722,DAMAC Hills
2,1,336000,74,0,4540,Jumeirah Village Circle
2,1,200736,59,0,3402,DAMAC Hills
1,1,342000,69,1,4956,Greens
2,2,612000,102,0,6000,Dubai Creek Harbour (The Lagoons)
2,2,588000,103,0,5708,Dubai Creek Harbour (The Lagoons)
3,4,1080000,305,0,3540,Dubai Sports City
2,1,408000,101,0,4039,Culture Village
2,1,324000,83,0,3903,Jumeirah Golf Estates
4,3,1139999,147,0,7755,Downtown Dubai
4,4,684000,209,0,3272,Dubai South (Dubai World Central)
4,3,1908000,187,1,10203,Jumeirah
5,4,1464000,252,0,5809,Jumeirah Beach Residence
5,5,15360000,826,0,18595,Al Wasl
5,4,684000,212,0,3226,Al Raha Beach
3,3,3360000,254,1,13228,Dubai Marina
5,4,2040000,242,1,8429,Downtown Dubai
2,1,330000,69,1,4782,Mohammed Bin Rashid City
4,3,1068000,175,0,6102,Expo City
3,2,432000,130,0,3323,Al Raha Beach
1,0,120000,49,1,2448,Dubai South (Dubai World Central)
4,3,648000,152,0,4263,Dubai Marina
3,2,912000,111,0,8216,Jumeirah
3,2,297600,133,0,2237,Jumeirah Village Circle
2,1,213600,60,0,3560,Jumeirah Village Circle
6,5,4080000,731,1,5581,Arabian Ranches
6,5,720000,219,0,3287,Damac Lagoons
4,3,564000,179,0,3150,Motor City
3,2,288000,108,0,2666,Al Reem Island
2,2,528000,107,0,4934,Dubai Marina
2,1,228000,60,0,3800,Jumeirah Village Circle
2,2,792000,97,0,8164,Downtown Dubai
3,3,360000,124,1,2903,Town Square
1,1,360000,60,0,6000,Dubai Hills Estate
2,1,180000,87,0,2068,Jumeirah Village Circle
3,2,708000,124,0,5709,Al Kifaf
3,3,1080000,323,0,3343,DAMAC Hills
1,0,156000,27,0,5777,Meydan
1,1,480000,66,0,7272,Palm Jumeirah
2,2,648000,112,0,5785,Dubai Creek Harbour (The Lagoons)
1,0,156000,58,0,2689,International City
4,4,1248000,373,0,3345,Dubai Land
1,1,468000,91,0,5142,Umm Suqeim
1,1,312000,56,0,5571,Mohammed Bin Rashid City
4,3,1079880,288,0,3749,Nad Al Sheba
1,1,288000,39,0,7384,Jumeirah Lake Towers
4,3,468000,129,0,3627,Yas Island
2,1,192000,89,0,2157,Discovery Gardens
2,3,456000,122,1,3737,Jumeirah Lake Towers
4,4,2280000,595,0,3831,Deira
6,4,6000000,506,0,11857,Jumeirah Islands
4,4,1116000,279,0,4000,Mudon
5,4,2520000,306,0,8235,Downtown Dubai
5,4,2208000,703,1,3140,Arabian Ranches
1,0,129600,37,1,3502,Al Furjan
2,1,192000,55,0,3490,Arjan
1,1,504000,87,0,5793,Al Sufouh
4,3,912000,227,0,4017,Al Furjan
2,1,311999,74,0,4216,Al Furjan
7,6,6720000,974,0,6899,Tilal Al Ghaf
1,1,278400,83,0,3354,Al Muhaisnah
1,1,252000,76,0,3315,Al Barsha
5,4,960000,363,0,2644,The Valley
1,0,135600,43,1,3153,Arjan
2,2,672000,102,0,6588,Dubai Hills Estate
3,2,276000,113,0,2442,Dubai Land
3,3,672000,214,0,3140,Arabian Ranches 3
3,2,2128800,148,1,14383,Jumeirah Beach Residence
7,5,2136000,706,0,3025,Jebel Ali
4,4,1128000,258,0,4372,Mohammed Bin Rashid City
5,3,1152000,174,1,6620,Old Town
5,4,2592000,556,0,4661,Tilal Al Ghaf
5,4,2280000,449,1,5077,Dubai Hills Estate
3,3,1440000,148,1,9729,Dubai Creek Harbour (The Lagoons)
1,0,276000,40,1,6900,Business Bay
1,0,114000,30,1,3800,DAMAC Hills
2,1,480000,71,0,6760,Mohammed Bin Rashid City
2,2,263997,82,0,3219,Jumeirah Village Circle
5,4,648000,332,0,1951,Jumeirah Village Circle
2,2,1008000,113,0,8920,Umm Suqeim
2,2,1152000,102,0,11294,Umm Suqeim
2,1,383999,65,1,5907,Business Bay
3,2,1560000,155,0,10064,Bluewaters
5,4,1320000,254,0,5196,Al Sufouh
5,4,960000,289,0,3321,Dubai Land
5,4,3215997,502,1,6406,Al Sufouh
2,1,708000,74,1,9567,Bluewaters
1,0,277200,42,0,6600,Business Bay
3,2,384000,82,0,4682,Business Bay
2,1,468000,76,1,6157,Dubai Marina
1,1,348000,60,0,5800,Dubai Hills Estate
2,2,383999,91,1,4219,Dubai Marina
2,1,768000,74,1,10378,Downtown Dubai
2,1,228000,74,1,3081,Jumeirah Village Circle
2,2,1032000,130,0,7938,Jumeirah
3,2,612000,126,1,4857,Business Bay
4,3,2057072,255,0,8066,Deira
2,2,1656000,137,0,12087,Palm Jumeirah
3,3,1176000,152,0,7736,Downtown Dubai
2,2,732000,127,0,5763,Dubai Creek Harbour (The Lagoons)
2,2,175200,106,0,1652,Al Reef
1,1,312000,74,0,4216,Damac Lagoons
3,2,648000,155,0,4180,Mohammed Bin Rashid City
2,2,432000,61,0,7081,Meydan
5,4,1354080,212,0,6387,Mohammed Bin Rashid City
5,4,3840000,693,0,5541,Dubai Hills Estate
4,3,648000,201,0,3223,Arabian Ranches 3
2,2,281999,82,1,3439,Jumeirah Village Circle
4,4,1799999,452,0,3982,Tilal Al Ghaf
3,2,600000,124,0,4838,Jumeirah Lake Towers
2,1,336000,83,0,4048,Mohammed Bin Rashid City
1,0,202800,36,0,5633,Jumeirah Village Circle
1,1,126000,78,0,1615,Dubai Land
5,4,7920000,684,0,11578,Palm Jumeirah
2,2,717600,110,0,6523,Dubai Creek Harbour (The Lagoons)
1,1,240000,65,0,3692,Meydan
3,2,444000,122,1,3639,Jumeirah Lake Towers
3,3,504000,174,0,2896,The Valley
2,2,1581600,136,0,11629,Palm Jumeirah
1,0,168000,37,0,4540,Dubai Marina
2,2,525600,97,0,5418,Dubai Hills Estate
7,4,3552000,580,0,6124,Mohammed Bin Rashid City
5,3,900000,213,0,4225,Arabian Ranches 2
3,2,852000,108,0,7888,Zabeel
2,2,268800,64,0,4200,Jumeirah Lake Towers
1,2,264000,70,0,3771,Wasl Gate
2,2,816000,114,0,7157,Dubai Marina
1,0,148800,37,0,4021,DAMAC Hills
2,2,252000,93,0,2709,Dubai South (Dubai World Central)
1,0,156000,37,0,4216,DAMAC Hills
2,1,372000,94,1,3957,Jumeirah Village Circle
2,2,840000,105,0,8000,Downtown Dubai
1,0,129600,37,0,3502,DAMAC Hills
3,2,480000,76,0,6315,Business Bay
1,0,148800,37,0,4021,DAMAC Hills
1,0,138000,31,0,4451,DAMAC Hills
4,4,1596000,408,0,3911,Green Community
1,1,229200,47,0,4876,Yas Island
3,3,792000,199,0,3979,Tilal Al Ghaf
3,3,660000,179,0,3687,Arabian Ranches 3
2,2,768000,91,nan,8439,Downtown Dubai
2,1,220800,68,0,3247,Jumeirah Village Circle
2,1,264000,71,0,3718,Dubai Silicon Oasis
3,3,289680,98,0,2955,Al Reem Island
3,3,1248000,153,0,8156,Dubai Marina
3,2,1200000,134,1,8955,Downtown Dubai
2,1,211200,82,0,2575,Jumeirah Lake Towers
6,5,6960000,589,1,11816,Jumeirah Islands
5,3,5280000,353,0,14957,Zabeel
3,2,718800,172,0,4179,The Springs
5,4,2040000,364,0,5604,Mohammed Bin Rashid City
3,3,840000,262,0,3206,Al Furjan
3,2,672000,100,1,6720,Mohammed Bin Rashid City
2,1,179997,64,0,2812,Al Reem Island
1,0,155976,39,1,3999,Al Reem Island
6,5,1056000,305,0,3462,Yas Island
2,1,336000,85,0,3952,Al Furjan
1,0,126000,46,1,2739,Arjan
2,2,900000,107,0,8411,Downtown Dubai
1,1,439200,53,1,8286,Downtown Dubai
1,1,306000,46,0,6652,Dubai Hills Estate
2,1,672000,83,0,8096,Downtown Dubai
1,1,405600,65,0,6240,Dubai Hills Estate
2,1,280800,70,0,4011,Al Furjan
2,2,468000,107,0,4373,Greens
4,4,1416000,447,0,3167,Arabian Ranches 3
4,3,576000,167,0,3449,Dubai Marina
4,5,4068000,567,1,7174,Jumeirah Golf Estates
1,1,408000,57,1,7157,Mohammed Bin Rashid City
1,0,216000,44,1,4909,Business Bay
4,4,1320000,316,0,4177,Tilal Al Ghaf
6,5,15600000,650,0,24000,Palm Jumeirah
7,7,2220000,702,0,3162,Damac Lagoons
2,3,1680000,357,0,4705,Deira
4,4,888000,241,0,3684,Mudon
2,2,544800,140,1,3891,Business Bay
2,1,600000,70,0,8571,Downtown Dubai
